机器人ID,名字,段位ID,等级,机器人模型,装备,技能,头像,伙伴,伙伴装备,伙伴等级,战斗力,机器人系统类别
RobotId,RobotName,ArenaLevelId,RobotLevel,RobotAvatar,RobotEquip,RobotSkill,RobotHeadPortrait,PartnerId,PartnerEquip,PartnerLevel,FightPower,SystemType
int,string,int,int,int,list,list,int,list,list,list,list,int
1637,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1638,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1639,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1640,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1641,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1642,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1643,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1644,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1645,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1646,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1647,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1648,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1649,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1650,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1651,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1652,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1653,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1654,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1655,才华子木哥哥,10004,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
1656,狼王顾洁,10004,31,40010,4003;5003;6003;7003;8003;9003,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,
10000,顶级道场守卫,10001,26,10010,1008;5008;6007;7007;8007;9007,11025020;11028020;11029020;11026020,201,20010;30010;50010,3008:5007:6007:7007:8007:9007;2008:5007:6007:7007:8007:9007;1508:5007:6007:7007:8007:9007,26;26;26,20000;20000,1
10001,特级道场守卫,10002,26,20010,3007;5007;6007;7006;8006;9006,12022015;12021015;12024015;12025015,201,10010;30010;40010,1007:5007:6007:7006:8006:9006;2007:5007:6007:7006:8006:9006;4007:5007:6007:7006:8006:9006,26;26;26,15000;15000,1
10002,一级道场守卫,10003,26,30010,2006;5006;6006;7006;8006;9006,13024010;13023010;13027010;13023010,201,10010;30010;40010,1006:5006:6006:7006:8006:9006;2006:5006:6006:7006:8006:9006;4006:5006:6006:7006:8006:9006,26;26;26,12000;12000,1
10003,二级道场守卫,10004,26,40010,4005;5005;6005;7005;8005;9005,14023008;14023008;14025008;14025008,201,10010;30010;40010,1005:5005:6005:7005:8005:9005;2005:5005:6005:7005:8005:9005;4005:5005:6005:7005:8005:9005,26;26;26,10000;10000,1
10004,三级道场守卫,10005,26,50010,1504;5004;6004;7004;8004;9004,15022006;15023006;15025006;15026006,201,10010;30010;40010,1004:5004:6004:7004:8004:9004;2004:5004:6004:7004:8004:9004;4004:5004:6004:7004:8004:9004,26;26;26,8000;8000,1
10005,四级道场守卫,10006,26,10010,1003;5003;6003;7003;8003;9003,11025004;11028004;11029004;11026004,201,20010;30010;50010,3003:5003:6003:7003:8003:9003;2003:5003:6003:7003:8003:9003;1507:5003:6003:7003:8003:9003,26;26;26,7000;7000,1
20001,卡普拉小姐姐,10002,31,20010,4003;5003;6003;7003;8003;9003,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,2
20002,巅峰大魔头,10002,26,40032,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,2
20003,羊王苟或,10002,26,10031,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,2
20004,卡普拉女秘书,10002,26,50021,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,2
20005,黑屋,10002,26,10010,1001;5001;6001;7001;8001;9001,11028001;11026001;11025001;11029001,101,20010;30010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5000;6000,2
20006,寒彩英,10002,26,30010,3007;5007;6007;7006;8006;9006,12022015;12021015;12024015;12025015,201,10010;30010;40010,1007:5007:6007:7006:8006:9006;2007:5007:6007:7006:8006:9006;4007:5007:6007:7006:8006:9006,26;26;26,15000;15000,2
20007,巅峰小魔女,10002,26,40022,3007;5007;6007;7006;8006;9006,12022015;12021015;12024015;12025015,201,10010;30010;40010,1007:5007:6007:7006:8006:9006;2007:5007:6007:7006:8006:9006;4007:5007:6007:7006:8006:9006,26;26;26,15000;15000,2
20008,美丽小金,10002,26,20031,1001;5001;6001;7001;8001;9001,13023001;13026001;13024001;13027001,103,10010;20010;40010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5400;6400,2
20009,天天浇花,10002,26,40010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,2
20010,卡普拉职员,10002,26,50010,1001;5001;6001;7001;8001;9001,14023001;14026001;14024001;14025001,104,10010;20010;30010,1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001;1001:5001:6001:7001:8001:9001,26;26;26,5600;6600,2
