唯一id,怪物id,角色等级,怪物职业,职业类型,生命,蓝量,技能id,属性id,被动技能,英语唯一名
71061,3332,1,1,2,300.0,20000.0,90467:1;90468:1,4,,Ifrit
71062,3333,1,1,2,300.0,20000.0,90446:1;90447:1,3,,Wildrose
71063,3334,1,1,2,300.0,20000.0,90470:1;90471:1,4,,Muspellskoll
70001,3335,1,1,1,130.0,20000.0,,4,,PollySmall
70002,3336,1,1,1,130.0,20000.0,,6,,Lunatic
70003,3337,1,1,1,130.0,20000.0,,2,,Greenworm
70004,3338,1,1,1,130.0,20000.0,,2,,Grasshopper
70005,3339,1,1,1,130.0,20000.0,,5,,Chonchon
70006,3340,1,1,1,130.0,20000.0,,3,,Drops
70007,3341,1,1,1,130.0,20000.0,,4,,Wolf
70008,3342,1,1,1,130.0,20000.0,,5,,Chonchonlv
70009,3343,1,1,1,130.0,20000.0,,3,,Caramel
70010,3344,1,1,1,130.0,20000.0,,3,,Yoyo
70011,3345,1,1,1,130.0,20000.0,,4,,Savagebabe
70012,3346,1,1,1,130.0,20000.0,,2,,Mantis
70013,3347,1,1,1,130.0,20000.0,,4,,Mushroom
70014,3348,1,1,1,130.0,20000.0,,4,,Hunterfly
70015,3349,1,1,1,130.0,20000.0,,6,,Marionette
70016,3350,1,1,1,130.0,20000.0,,4,,JakkSmall
70017,3351,1,1,1,130.0,20000.0,,3,,Orkwarrior
70018,3352,1,1,1,130.0,20000.0,,3,,Orkarcher
70019,3353,1,1,1,130.0,20000.0,,3,,Orclady
70020,3354,1,1,1,130.0,20000.0,,2,,GoblinDao
70021,3355,1,1,1,130.0,20000.0,,7,,GoblinLian
70022,3356,1,1,1,130.0,20000.0,,3,,GoblinLang
70023,3357,1,1,1,130.0,20000.0,,7,,GoblinChui
70024,3358,1,1,1,130.0,20000.0,,5,,PecopecoSmall
70025,3359,1,1,1,130.0,20000.0,,5,,Condor
70026,3360,1,1,1,130.0,20000.0,,1,,Desterwolf
70027,3361,1,1,1,130.0,20000.0,,3,,SandmanSmall
70028,3362,1,1,1,130.0,20000.0,,3,,WolfShaMo
70029,3363,1,1,1,130.0,20000.0,,3,,Hode
70030,3364,1,1,1,130.0,20000.0,,2,,Magiccard
70031,3365,1,1,1,130.0,20000.0,,7,,Mummy
70032,3366,1,1,1,130.0,20000.0,,4,,Isis
70033,3367,1,1,1,130.0,20000.0,,7,,Matyr
70034,3368,1,1,1,130.0,20000.0,,7,,Soldierskeleton
70035,3369,1,1,1,130.0,20000.0,,7,,Archerskeleton
70036,3370,1,1,1,130.0,20000.0,,4,,FamiliarRed
70037,3371,1,1,1,130.0,20000.0,,3,,Wilow
70038,3372,1,1,1,130.0,20000.0,,6,,WilowOld
70039,3373,1,1,1,130.0,20000.0,,3,,GreatestgeneralSmall
70040,3374,1,1,1,130.0,20000.0,,3,,Bear
70041,3375,1,1,1,130.0,20000.0,,3,,Horn
70042,3376,1,1,1,130.0,20000.0,,2,,ArgiopeSmall
70043,3377,1,1,1,130.0,20000.0,,3,,DokebiSmall
70044,3378,1,1,1,130.0,20000.0,,7,,Munak
70045,3379,1,1,1,130.0,20000.0,,2,,Bongun
70046,3380,1,1,1,130.0,20000.0,,5,,Sohee
70047,3381,1,1,1,130.0,20000.0,,7,,Rideword
80027,3382,1,1,1,20.0,10000.0,,7,,Wanderman
80028,3383,1,1,1,1800.0,100000.0,,6,,KingPolly
80029,3384,1,1,1,2200.0,100000.0,,6,,KingPolly
80030,3385,1,1,1,30.0,20000.0,,6,,Lunatic
80031,3386,1,1,1,60.0,20000.0,,2,,Grasshopper
80032,3387,1,1,1,70.0,20000.0,,2,,Greenworm
80033,3388,1,1,1,80.0,20000.0,,4,,Polly
80034,3389,1,1,1,200.0,100000.0,,6,,KingPolly
80035,3390,1,1,1,250.0,100000.0,,6,,KingPolly
80000,3391,1,3,1,18.0,100000.0,,7,,
80001,3392,1,1,1,19.0,100000.0,,4,,
80002,3393,1,1,1,26.0,100000.0,,2,,
80003,3394,1,3,1,18.0,100000.0,,7,,
80004,3395,1,1,1,19.0,100000.0,,4,,
80005,3396,1,1,1,26.0,100000.0,,2,,
80006,3397,1,3,1,18.0,100000.0,,7,,
80007,3398,1,1,1,19.0,100000.0,,4,,
80008,3399,1,1,1,26.0,100000.0,,2,,
80009,3400,1,1,1,27.0,20000.0,,4,,PollySmall
80010,3401,1,1,1,29.0,20000.0,,4,,PollySmall
80011,3402,1,1,1,30.0,20000.0,,4,,PollySmall
80012,3403,1,2,1,34.0,20000.0,,3,,Drops
80013,3404,1,2,1,37.0,20000.0,,3,,Drops
80014,3405,1,2,1,39.0,20000.0,,3,,Drops
80015,3406,1,1,1,27.0,20000.0,,2,,Grasshopper
80016,3407,1,1,1,29.0,20000.0,,2,,Grasshopper
80017,3408,1,1,1,30.0,20000.0,,2,,Grasshopper
80018,3409,1,1,1,27.0,20000.0,,6,,Lunatic
80019,3410,1,1,1,29.0,20000.0,,6,,Lunatic
80020,3411,1,1,1,30.0,20000.0,,6,,Lunatic
80021,3412,1,4,1,25.0,20000.0,,2,,Chonchon
80022,3413,1,4,1,26.0,20000.0,,2,,Chonchon
80023,3414,1,4,1,27.0,20000.0,,2,,Chonchon
80024,3415,1,2,1,27.0,20000.0,,2,,Greenworm
80025,3416,1,2,1,27.0,20000.0,,2,,Greenworm
80026,3417,1,2,1,27.0,20000.0,,2,,Greenworm
80109,3418,1,1,1,242.0,20000.0,,4,,Wolf
80110,3419,1,1,1,255.0,20000.0,,4,,Wolf
80111,3420,1,1,1,269.0,20000.0,,4,,Wolf
80112,3421,1,3,1,302.0,20000.0,,5,,Chonchonlv
80113,3422,1,3,1,323.0,20000.0,,5,,Chonchonlv
80114,3423,1,3,1,346.0,20000.0,,5,,Chonchonlv
80115,3424,1,0,1,242.0,20000.0,,3,,Caramel
80116,3425,1,0,1,255.0,20000.0,,3,,Caramel
80117,3426,1,0,1,269.0,20000.0,,3,,Caramel
80118,3427,1,1,1,242.0,20000.0,,3,,Yoyo
80119,3428,1,1,1,255.0,20000.0,,3,,Yoyo
80120,3429,1,1,1,269.0,20000.0,,3,,Yoyo
80121,3430,1,1,1,220.0,20000.0,,4,,Savagebabe
80122,3431,1,1,1,230.0,20000.0,,4,,Savagebabe
80123,3432,1,1,1,242.0,20000.0,,4,,Savagebabe
80124,3433,1,2,1,242.0,20000.0,,2,,Mantis
80125,3434,1,2,1,242.0,20000.0,,2,,Mantis
80126,3435,1,2,1,242.0,20000.0,,2,,Mantis
80209,3436,1,1,1,642.0,20000.0,,4,,Mushroom
80210,3437,1,1,1,676.0,20000.0,,4,,Mushroom
80211,3438,1,1,1,714.0,20000.0,,4,,Mushroom
80212,3439,1,1,1,803.0,20000.0,,7,,MushroomDu
80213,3440,1,1,1,857.0,20000.0,,7,,MushroomDu
80214,3441,1,1,1,918.0,20000.0,,7,,MushroomDu
80215,3442,1,3,1,642.0,20000.0,,4,,Hunterfly
80216,3443,1,3,1,676.0,20000.0,,4,,Hunterfly
80217,3444,1,3,1,714.0,20000.0,,4,,Hunterfly
80218,3445,1,1,1,642.0,20000.0,,8,,Whisper
80219,3446,1,1,1,676.0,20000.0,,8,,Whisper
80220,3447,1,1,1,714.0,20000.0,,8,,Whisper
80221,3448,1,4,1,584.0,20000.0,,6,,Marionette
80222,3449,1,4,1,612.0,20000.0,,6,,Marionette
80223,3450,1,4,1,642.0,20000.0,,6,,Marionette
80224,3451,1,2,1,642.0,20000.0,,4,,JakkSmall
80225,3452,1,2,1,642.0,20000.0,,4,,JakkSmall
80226,3453,1,2,1,642.0,20000.0,,4,,JakkSmall
80309,3454,1,1,1,3074.0,20000.0,,3,,Orkwarrior
80310,3455,1,1,1,3236.0,20000.0,,3,,Orkwarrior
80311,3456,1,1,1,3415.0,20000.0,,3,,Orkwarrior
80312,3457,1,3,1,3842.0,20000.0,,3,,Orkarcher
80313,3458,1,3,1,4099.0,20000.0,,3,,Orkarcher
80314,3459,1,3,1,4391.0,20000.0,,3,,Orkarcher
80315,3460,1,1,1,3074.0,20000.0,,3,,Orclady
80316,3461,1,1,1,3236.0,20000.0,,3,,Orclady
80317,3462,1,1,1,3415.0,20000.0,,3,,Orclady
80318,3463,1,2,1,3074.0,20000.0,,2,,GoblinDao
80319,3464,1,2,1,3236.0,20000.0,,2,,GoblinDao
80320,3465,1,2,1,3415.0,20000.0,,2,,GoblinDao
80321,3466,1,1,1,2794.0,20000.0,,7,,GoblinLian
80322,3467,1,1,1,2927.0,20000.0,,7,,GoblinLian
80323,3468,1,1,1,3074.0,20000.0,,7,,GoblinLian
80324,3469,1,1,1,3074.0,20000.0,,3,,GoblinLang
80325,3470,1,1,1,3074.0,20000.0,,3,,GoblinLang
80326,3471,1,1,1,3074.0,20000.0,,3,,GoblinLang
80327,3472,1,1,1,3074.0,20000.0,,7,,GoblinChui
80328,3473,1,1,1,3236.0,20000.0,,7,,GoblinChui
80329,3474,1,1,1,3415.0,20000.0,,7,,GoblinChui
80409,3475,1,1,1,7768.0,20000.0,,5,,PecopecoSmall
80410,3476,1,1,1,8286.0,20000.0,,5,,PecopecoSmall
80411,3477,1,1,1,8878.0,20000.0,,5,,PecopecoSmall
80412,3478,1,4,1,6214.0,20000.0,,5,,Condor
80413,3479,1,4,1,6541.0,20000.0,,5,,Condor
80414,3480,1,4,1,6905.0,20000.0,,5,,Condor
80415,3481,1,1,1,6214.0,20000.0,,1,,Desterwolf
80416,3482,1,1,1,6541.0,20000.0,,1,,Desterwolf
80417,3483,1,1,1,6905.0,20000.0,,1,,Desterwolf
80418,3484,1,1,1,5649.0,20000.0,,3,,SandmanSmall
80419,3485,1,1,1,5918.0,20000.0,,3,,SandmanSmall
80420,3486,1,1,1,6214.0,20000.0,,3,,SandmanSmall
80421,3487,1,2,1,6214.0,20000.0,,3,,WolfShaMo
80422,3488,1,2,1,6214.0,20000.0,,3,,WolfShaMo
80423,3489,1,2,1,6214.0,20000.0,,3,,WolfShaMo
80424,3490,1,1,1,6214.0,20000.0,,2,,Magiccard
80425,3491,1,1,1,6541.0,20000.0,,2,,Magiccard
80426,3492,1,1,1,6905.0,20000.0,,2,,Magiccard
80509,3493,1,1,1,12349.0,20000.0,,7,,Mummy
80510,3494,1,1,1,12999.0,20000.0,,7,,Mummy
80511,3495,1,1,1,13721.0,20000.0,,7,,Mummy
80512,3496,1,2,1,12349.0,20000.0,,4,,Isis
80513,3497,1,2,1,12999.0,20000.0,,4,,Isis
80514,3498,1,2,1,13721.0,20000.0,,4,,Isis
80515,3499,1,2,1,11226.0,20000.0,,7,,Matyr
80516,3500,1,2,1,11761.0,20000.0,,7,,Matyr
80517,3501,1,2,1,12349.0,20000.0,,7,,Matyr
80518,3502,1,1,1,12349.0,20000.0,,7,,Soldierskeleton
80519,3503,1,1,1,12349.0,20000.0,,7,,Soldierskeleton
80520,3504,1,1,1,12349.0,20000.0,,7,,Soldierskeleton
80521,3505,1,3,1,12349.0,20000.0,,7,,Archerskeleton
80522,3506,1,3,1,12999.0,20000.0,,7,,Archerskeleton
80523,3507,1,3,1,13721.0,20000.0,,7,,Archerskeleton
80524,3508,1,3,1,15436.0,20000.0,,4,,FamiliarRed
80525,3509,1,3,1,16465.0,20000.0,,4,,FamiliarRed
80526,3510,1,3,1,17641.0,20000.0,,4,,FamiliarRed
80609,3511,1,1,1,16447.0,20000.0,,2,,Wilow
80610,3512,1,1,1,17313.0,20000.0,,2,,Wilow
80611,3513,1,1,1,18275.0,20000.0,,2,,Wilow
80612,3514,1,1,1,16447.0,20000.0,,6,,WilowOld
80613,3515,1,1,1,17313.0,20000.0,,6,,WilowOld
80614,3516,1,1,1,18275.0,20000.0,,6,,WilowOld
80615,3517,1,1,1,14952.0,20000.0,,3,,GreatestgeneralSmall
80616,3518,1,1,1,15664.0,20000.0,,3,,GreatestgeneralSmall
80617,3519,1,1,1,16447.0,20000.0,,3,,GreatestgeneralSmall
80618,3520,1,1,1,16447.0,20000.0,,3,,Bear
80619,3521,1,1,1,16447.0,20000.0,,3,,Bear
80620,3522,1,1,1,16447.0,20000.0,,3,,Bear
80621,3523,1,3,1,16447.0,20000.0,,3,,Horn
80622,3524,1,3,1,17313.0,20000.0,,3,,Horn
80623,3525,1,3,1,18275.0,20000.0,,3,,Horn
80624,3526,1,1,1,16447.0,20000.0,,3,,DokebiSmall
80625,3527,1,1,1,17313.0,20000.0,,3,,DokebiSmall
80626,3528,1,1,1,18275.0,20000.0,,3,,DokebiSmall
80709,3529,1,1,1,19827.0,20000.0,,7,,Munak
80710,3530,1,1,1,20871.0,20000.0,,7,,Munak
80711,3531,1,1,1,22030.0,20000.0,,7,,Munak
80712,3532,1,1,1,18025.0,20000.0,,2,,Bongun
80713,3533,1,1,1,18883.0,20000.0,,2,,Bongun
80714,3534,1,1,1,19827.0,20000.0,,2,,Bongun
80715,3535,1,3,1,19827.0,20000.0,,7,,Archerskeleton
80716,3536,1,3,1,19827.0,20000.0,,7,,Archerskeleton
80717,3537,1,3,1,19827.0,20000.0,,7,,Archerskeleton
80718,3538,1,1,1,19827.0,20000.0,,7,,Soldierskeleton
80719,3539,1,1,1,20871.0,20000.0,,7,,Soldierskeleton
80720,3540,1,1,1,22030.0,20000.0,,7,,Soldierskeleton
80721,3541,1,3,1,24784.0,20000.0,,4,,FamiliarRed
80722,3542,1,3,1,26436.0,20000.0,,4,,FamiliarRed
80723,3543,1,3,1,28325.0,20000.0,,4,,FamiliarRed
80724,3544,1,2,1,19827.0,20000.0,,5,,Sohee
80725,3545,1,2,1,20871.0,20000.0,,5,,Sohee
80726,3546,1,2,1,22030.0,20000.0,,5,,Sohee
80809,3547,1,1,1,22219.0,20000.0,,3,,Hode
80810,3548,1,1,1,23277.0,20000.0,,3,,Hode
80811,3549,1,1,1,24441.0,20000.0,,3,,Hode
80812,3550,1,1,1,24441.0,20000.0,,6,,Marionette
80813,3551,1,1,1,24441.0,20000.0,,6,,Marionette
80814,3552,1,1,1,24441.0,20000.0,,6,,Marionette
80815,3553,1,2,1,24441.0,20000.0,,4,,JakkSmall
80816,3554,1,2,1,25727.0,20000.0,,4,,JakkSmall
80817,3555,1,2,1,27156.0,20000.0,,4,,JakkSmall
80818,3556,1,2,1,30551.0,20000.0,,5,,Sohee
80819,3557,1,2,1,32588.0,20000.0,,5,,Sohee
80820,3558,1,2,1,34915.0,20000.0,,5,,Sohee
80821,3559,1,2,1,24441.0,20000.0,,4,,Isis
80822,3560,1,2,1,25727.0,20000.0,,4,,Isis
80823,3561,1,2,1,27156.0,20000.0,,4,,Isis
80824,3562,1,4,1,24441.0,20000.0,,7,,Rideword
80825,3563,1,4,1,25727.0,20000.0,,7,,Rideword
80826,3564,1,4,1,27156.0,20000.0,,7,,Rideword
80909,3565,1,1,1,26403.0,20000.0,,4,,Chonchonlv
80910,3566,1,1,1,27660.0,20000.0,,4,,Chonchonlv
80911,3567,1,1,1,29043.0,20000.0,,4,,Chonchonlv
80912,3568,1,1,1,29043.0,20000.0,,3,,OrkwarriorST
80913,3569,1,1,1,29043.0,20000.0,,3,,OrkwarriorST
80914,3570,1,1,1,29043.0,20000.0,,3,,OrkwarriorST
80915,3571,1,1,1,29043.0,20000.0,,2,,OrkarcherST
80916,3572,1,1,1,30572.0,20000.0,,2,,OrkarcherST
80917,3573,1,1,1,32270.0,20000.0,,2,,OrkarcherST
80918,3574,1,1,1,36304.0,20000.0,,6,,OrcladyST
80919,3575,1,1,1,38724.0,20000.0,,6,,OrcladyST
80920,3576,1,1,1,41491.0,20000.0,,6,,OrcladyST
80921,3577,1,4,1,29043.0,20000.0,,5,,Metaling
80922,3578,1,4,1,30572.0,20000.0,,5,,Metaling
80923,3579,1,4,1,32270.0,20000.0,,5,,Metaling
80924,3580,1,1,1,29043.0,20000.0,,2,,Bombporing
80925,3581,1,1,1,30572.0,20000.0,,2,,Bombporing
80926,3582,1,1,1,32270.0,20000.0,,2,,Bombporing
81009,3583,1,1,1,34351.0,20000.0,,4,,KoboldChui
81010,3584,1,1,1,35987.0,20000.0,,4,,KoboldChui
81011,3585,1,1,1,37786.0,20000.0,,4,,KoboldChui
81012,3586,1,1,1,34351.0,20000.0,,3,,KoboldFu
81013,3587,1,1,1,35987.0,20000.0,,3,,KoboldFu
81014,3588,1,1,1,37786.0,20000.0,,3,,KoboldFu
81015,3589,1,1,1,37786.0,20000.0,,2,,KoboldLang
81016,3590,1,1,1,37786.0,20000.0,,2,,KoboldLang
81017,3591,1,1,1,37786.0,20000.0,,2,,KoboldLang
81018,3592,1,1,1,37786.0,20000.0,,6,,KoboldGong
81019,3593,1,1,1,39775.0,20000.0,,6,,KoboldGong
81020,3594,1,1,1,41985.0,20000.0,,6,,KoboldGong
81021,3595,1,4,1,47233.0,20000.0,,5,,Chonchon
81022,3596,1,4,1,50382.0,20000.0,,5,,Chonchon
81023,3597,1,4,1,53981.0,20000.0,,5,,Chonchon
81024,3598,1,1,1,37786.0,20000.0,,2,,SandmanSmall
81025,3599,1,1,1,39775.0,20000.0,,2,,SandmanSmall
81026,3600,1,1,1,41985.0,20000.0,,2,,SandmanSmall
81109,3601,1,1,1,42082.0,20000.0,,4,,Wilow
81110,3602,1,1,1,44297.0,20000.0,,4,,Wilow
81111,3603,1,1,1,46758.0,20000.0,,4,,Wilow
81112,3604,1,1,1,38256.0,20000.0,,3,,WilowOld
81113,3605,1,1,1,40078.0,20000.0,,3,,WilowOld
81114,3606,1,1,1,42082.0,20000.0,,3,,WilowOld
81115,3607,1,1,1,38256.0,20000.0,,2,,Soldierant
81116,3608,1,1,1,40078.0,20000.0,,2,,Soldierant
81117,3609,1,1,1,42082.0,20000.0,,2,,Soldierant
81118,3610,1,1,1,42082.0,20000.0,,6,,SoldierantRed
81119,3611,1,1,1,42082.0,20000.0,,6,,SoldierantRed
81120,3612,1,1,1,42082.0,20000.0,,6,,SoldierantRed
81121,3613,1,4,1,42082.0,20000.0,,3,,Caramel
81122,3614,1,4,1,44297.0,20000.0,,3,,Caramel
81123,3615,1,4,1,46758.0,20000.0,,3,,Caramel
81124,3616,1,1,1,52603.0,20000.0,,2,,Hode
81125,3617,1,1,1,56110.0,20000.0,,2,,Hode
81126,3618,1,1,1,60118.0,20000.0,,2,,Hode
81209,3619,1,1,1,54327.0,20000.0,,4,,Mushroom
81210,3620,1,1,1,57186.0,20000.0,,4,,Mushroom
81211,3621,1,1,1,60363.0,20000.0,,4,,Mushroom
81212,3622,1,1,1,54327.0,20000.0,,3,,MushroomDu
81213,3623,1,1,1,57186.0,20000.0,,4,,MushroomDu
81214,3624,1,1,1,60363.0,20000.0,,4,,MushroomDu
81215,3625,1,1,1,49388.0,20000.0,,3,,Zerom
81216,3626,1,1,1,51740.0,20000.0,,3,,Zerom
81217,3627,1,1,1,54327.0,20000.0,,3,,Zerom
81218,3628,1,1,1,49388.0,20000.0,,6,,Requiem
81219,3629,1,1,1,51740.0,20000.0,,6,,Requiem
81220,3630,1,1,1,54327.0,20000.0,,6,,Requiem
81221,3631,1,4,1,54327.0,20000.0,,4,,Munak
81222,3632,1,4,1,54327.0,20000.0,,4,,Munak
81223,3633,1,4,1,54327.0,20000.0,,4,,Munak
81224,3634,1,1,1,54327.0,20000.0,,3,,Bongun
81225,3635,1,1,1,57186.0,20000.0,,3,,Bongun
81226,3636,1,1,1,60363.0,20000.0,,3,,Bongun
81309,3637,1,1,1,86360.0,20000.0,,2,,Isis
81310,3638,1,1,1,92117.0,20000.0,,2,,Isis
81311,3639,1,1,1,98697.0,20000.0,,2,,Isis
81312,3640,1,1,1,69088.0,20000.0,,3,,Flora
81313,3641,1,1,1,72724.0,20000.0,,4,,Flora
81314,3642,1,1,1,76764.0,20000.0,,4,,Flora
81315,3643,1,1,1,69088.0,20000.0,,3,,Condor
81316,3644,1,1,1,72724.0,20000.0,,3,,Condor
81317,3645,1,1,1,76764.0,20000.0,,3,,Condor
81318,3646,1,1,1,62807.0,20000.0,,6,,Mantis
81319,3647,1,1,1,65798.0,20000.0,,6,,Mantis
81320,3648,1,1,1,69088.0,20000.0,,6,,Mantis
81321,3649,1,4,1,62807.0,20000.0,,4,,WolfShaMo
81322,3650,1,4,1,65798.0,20000.0,,4,,WolfShaMo
81323,3651,1,4,1,69088.0,20000.0,,4,,WolfShaMo
81324,3652,1,1,1,69088.0,20000.0,,3,,Yoyo
81325,3653,1,1,1,69088.0,20000.0,,3,,Yoyo
81326,3654,1,1,1,69088.0,20000.0,,3,,Yoyo
81409,3655,1,1,1,81277.0,20000.0,,2,,HornGold
81410,3656,1,1,1,85555.0,20000.0,,2,,HornGold
81411,3657,1,1,1,90308.0,20000.0,,2,,HornGold
81412,3658,1,1,1,101596.0,20000.0,,3,,Soldierskeleton
81413,3659,1,1,1,108369.0,20000.0,,4,,Soldierskeleton
81414,3660,1,1,1,116110.0,20000.0,,4,,Soldierskeleton
81415,3661,1,1,1,81277.0,20000.0,,3,,Archerskeleton
81416,3662,1,1,1,85555.0,20000.0,,3,,Archerskeleton
81417,3663,1,1,1,90308.0,20000.0,,3,,Archerskeleton
81418,3664,1,1,1,81277.0,20000.0,,6,,Zerom
81419,3665,1,1,1,85555.0,20000.0,,6,,Zerom
81420,3666,1,1,1,90308.0,20000.0,,6,,Zerom
81421,3667,1,4,1,73888.0,20000.0,,3,,Requiem
81422,3668,1,4,1,77407.0,20000.0,,3,,Requiem
81423,3669,1,4,1,81277.0,20000.0,,3,,Requiem
81424,3670,1,1,1,73888.0,20000.0,,3,,Sohee
81425,3671,1,1,1,77407.0,20000.0,,3,,Sohee
81426,3672,1,1,1,81277.0,20000.0,,3,,Sohee
81509,3673,1,1,1,91009.0,20000.0,,4,,FamiliarRed
81510,3674,1,1,1,91009.0,20000.0,,4,,FamiliarRed
81511,3675,1,1,1,91009.0,20000.0,,4,,FamiliarRed
81512,3676,1,1,1,91009.0,20000.0,,4,,FamiliarHui
81513,3677,1,1,1,95799.0,20000.0,,2,,FamiliarHui
81514,3678,1,1,1,101122.0,20000.0,,2,,FamiliarHui
81515,3679,1,1,1,113762.0,20000.0,,2,,Hunterfly
81516,3680,1,1,1,121346.0,20000.0,,3,,Hunterfly
81517,3681,1,1,1,130014.0,20000.0,,4,,Hunterfly
81518,3682,1,1,1,91009.0,20000.0,,4,,Mummy
81519,3683,1,1,1,95799.0,20000.0,,3,,Mummy
81520,3684,1,1,1,101122.0,20000.0,,3,,Mummy
81521,3685,1,1,1,91009.0,20000.0,,3,,GreatestgeneralSmall
81522,3686,1,1,1,95799.0,20000.0,,6,,GreatestgeneralSmall
81523,3687,1,1,1,101122.0,20000.0,,6,,GreatestgeneralSmall
81524,3688,1,1,1,82736.0,20000.0,,6,,Bear
81525,3689,1,4,1,86676.0,20000.0,,4,,Bear
81526,3690,1,4,1,91009.0,20000.0,,4,,Bear
81609,3691,1,4,1,89889.0,20000.0,,4,,Rideword
81610,3692,1,1,1,94169.0,20000.0,,3,,Rideword
81611,3693,1,1,1,98878.0,20000.0,,3,,Rideword
81612,3694,1,1,1,98878.0,20000.0,,3,,RidewordDead
81613,3695,1,1,1,98878.0,20000.0,,2,,RidewordDead
81614,3696,1,1,1,98878.0,20000.0,,2,,RidewordDead
81615,3697,1,1,1,98878.0,20000.0,,2,,Matyr
81616,3698,1,1,1,104082.0,20000.0,,3,,Matyr
81617,3699,1,1,1,109864.0,20000.0,,4,,Matyr
81618,3700,1,1,1,123597.0,20000.0,,4,,Whisper
81619,3701,1,1,1,131837.0,20000.0,,3,,Whisper
81620,3702,1,1,1,141254.0,20000.0,,3,,Whisper
81621,3703,1,1,1,98878.0,20000.0,,3,,Marionette
81622,3704,1,1,1,104082.0,20000.0,,6,,Marionette
81623,3705,1,1,1,109864.0,20000.0,,6,,Marionette
81624,3706,1,1,1,98878.0,20000.0,,6,,Nightmare
81625,3707,1,4,1,104082.0,20000.0,,4,,Nightmare
81626,3708,1,4,1,109864.0,20000.0,,4,,Nightmare
81709,3709,1,4,1,98871.0,20000.0,,4,,GoblinDao
81710,3710,1,1,1,103580.0,20000.0,,3,,GoblinDao
81711,3711,1,1,1,108759.0,20000.0,,3,,GoblinDao
81712,3712,1,1,1,98871.0,20000.0,,3,,GoblinLang
81713,3713,1,1,1,103580.0,20000.0,,2,,GoblinLang
81714,3714,1,1,1,108759.0,20000.0,,2,,GoblinLang
81715,3715,1,1,1,108759.0,20000.0,,2,,GoblinLang
81716,3716,1,1,1,108759.0,20000.0,,3,,GoblinLang
81717,3717,1,1,1,108759.0,20000.0,,4,,GoblinLang
81718,3718,1,1,1,108759.0,20000.0,,4,,GoblinChui
81719,3719,1,1,1,114483.0,20000.0,,3,,GoblinChui
81720,3720,1,1,1,120843.0,20000.0,,3,,GoblinChui
81721,3721,1,1,1,135948.0,20000.0,,3,,GoblinGong
81722,3722,1,1,1,145012.0,20000.0,,6,,GoblinGong
81723,3723,1,1,1,155370.0,20000.0,,6,,GoblinGong
81724,3724,1,1,1,108759.0,20000.0,,6,,Whisper
81725,3725,1,4,1,114483.0,20000.0,,4,,Whisper
81726,3726,1,4,1,120843.0,20000.0,,4,,Whisper
81809,3727,1,1,1,103711.0,20000.0,,2,,Soldierskeleton
81810,3728,1,1,1,108649.0,20000.0,,2,,Soldierskeleton
81811,3729,1,1,1,114082.0,20000.0,,2,,Soldierskeleton
81812,3730,1,1,1,114082.0,20000.0,,2,,Pirateskel
81813,3731,1,1,1,114082.0,20000.0,,2,,Pirateskel
81814,3732,1,1,1,114082.0,20000.0,,2,,Pirateskel
81815,3733,1,1,1,114082.0,20000.0,,2,,Merman
81816,3734,1,1,1,120086.0,20000.0,,2,,Merman
81817,3735,1,1,1,126758.0,20000.0,,2,,Merman
81818,3736,1,1,1,142602.0,20000.0,,2,,Plankton
81819,3737,1,1,1,152109.0,20000.0,,2,,Plankton
81820,3738,1,1,1,162974.0,20000.0,,2,,Plankton
81821,3739,1,1,1,114082.0,20000.0,,3,,HornGold
81822,3740,1,1,1,120086.0,20000.0,,3,,HornGold
81823,3741,1,1,1,126758.0,20000.0,,3,,HornGold
81824,3742,1,0,1,114082.0,20000.0,,3,,Caramel
81825,3743,1,0,1,120086.0,20000.0,,3,,Caramel
81826,3744,1,0,1,126758.0,20000.0,,3,,Caramel
81909,3745,1,1,1,108456.0,20000.0,,6,,Hornet
81910,3746,1,1,1,113621.0,20000.0,,6,,Hornet
81911,3747,1,1,1,119302.0,20000.0,,6,,Hornet
81912,3748,1,1,1,108456.0,20000.0,,3,,HornscarabaTwo
81913,3749,1,1,1,113621.0,20000.0,,3,,HornscarabaTwo
81914,3750,1,1,1,119302.0,20000.0,,3,,HornscarabaTwo
81915,3751,1,1,1,119302.0,20000.0,,3,,HornscarabaOne
81916,3752,1,1,1,119302.0,20000.0,,3,,HornscarabaOne
81917,3753,1,1,1,119302.0,20000.0,,3,,HornscarabaOne
81918,3754,1,1,1,119302.0,20000.0,,3,,MushroomDu
81919,3755,1,1,1,125581.0,20000.0,,3,,MushroomDu
81920,3756,1,1,1,132558.0,20000.0,,3,,MushroomDu
81921,3757,1,4,1,149128.0,20000.0,,5,,Chonchon
81922,3758,1,4,1,159070.0,20000.0,,5,,Chonchon
81923,3759,1,4,1,170432.0,20000.0,,5,,Chonchon
81924,3760,1,1,1,119302.0,20000.0,,3,,SandmanSmall
81925,3761,1,1,1,125581.0,20000.0,,3,,SandmanSmall
81926,3762,1,1,1,132558.0,20000.0,,3,,SandmanSmall
82009,3763,1,1,1,123130.0,20000.0,,3,,Flora
82010,3764,1,1,1,129610.0,20000.0,,3,,Flora
82011,3765,1,1,1,136811.0,20000.0,,3,,Flora
82012,3766,1,2,1,111936.0,20000.0,,3,,WolfShaMo
82013,3767,1,2,1,117266.0,20000.0,,3,,WolfShaMo
