唯一id,最长战斗时间,关卡奖励,怪物等级,特殊奖励,战力校验,蓝量加成,战力削弱,停留时间削弱,版本,卡槽解锁,查封配置
535,90,5:158890,6270,12121:1,86805,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
536,90,5:158910,6327,,87044,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
537,90,5:158920,6444,,87044,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
538,90,5:158940,6502,,87044,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
539,90,5:158950,6560,,88186,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,
540,90,5:158970,6618,12122:1;16011:1,88186,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
541,90,5:159000,5533,,88186,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
542,90,5:159020,5592,,88186,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
543,90,5:159030,5650,,88306,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
544,90,5:159050,5715,,88306,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,
545,90,5:159070,5773,12121:1,88306,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
546,90,5:159080,5831,,88452,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
547,90,5:159100,5988,,88452,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
548,90,5:159110,6047,,88452,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
549,90,5:159130,6107,,88452,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,
550,90,5:159140,6166,12122:1,88576,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
551,90,5:159890,6244,,88576,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
552,90,5:159900,6304,,88576,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
553,90,5:159920,6363,,88823,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
554,90,5:159930,6427,,88823,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,
555,90,5:159950,6486,12121:1,88823,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,
556,90,5:159970,6546,,89965,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
557,90,5:159980,6612,,89965,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
558,90,5:160000,6672,,89965,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
559,90,5:160010,6731,,89965,20:50,,20;9:-1;10:-1;19:-1|40;9:-1;10:-1;19:-2|60;9:-2;10:-2;19:-3|90;9:-2;10:-2;19:-4|120;9:-3;10:-3;19:-5|180;9:-3;10:-3;19:-5|240;9:-4;10:-4;19:-6|300;9:-4;10:-4;19:-7|360;9:-5;10:-5;19:-8|420;9:-5;10:-5;19:-9|480;9:-6;10:-6;19:-10|540;9:-6;10:-6;19:-10|600;9:-7;10:-7;19:-11|660;9:-7;10:-7;19:-12|720;9:-8;10:-8;19:-13|780;9:-8;10:-8;19:-14|840;9:-9;10:-9;19:-15|900;9:-9;10:-9;19:-15|1020;9:-10;10:-10;19:-16|1140;9:-10;10:-10;19:-17|1260;9:-11;10:-11;19:-18|1380;9:-11;10:-11;19:-19|1500;9:-12;10:-12;19:-20|1800;9:-12;10:-12;19:-20|2100;9:-13;10:-13;19:-21|2400;9:-13;10:-13;19:-22|2700;9:-14;10:-14;19:-23|3000;9:-14;10:-14;19:-24|3300;9:-15;10:-15;19:-25|3600;9:-15;10:-15;19:-25,7,,6;2000
